text,topic
I have a dentist appointment at four. I have to leave early today.,Business
I have a dentist appointment tomorrow at four. Is it ok if I leave early tomorrow?,Business
I have to pick up my wife at the airport tomorrow. Is it ok if I leave at three?,Business
I have a conference with my son's teacher tomorrow at three thirty. I have to leave at three. Will that be ok?,Business
I have a terrible headache. Is it ok if I leave early today?,Business
I think I might be coming down with the flu. I should get some rest and try to fight this thing off early. May I leave early today?,Business
I'm not feeling well. I think I should get some rest. Will it be ok if I go home early today?,Business
My son got sick and I have to pick him up from school. Will that be ok?,Business
Martha? This is Jack. I have a fever and I will not be able to come in today.,Business
"Hi Mary, I have to use a sick day today. I'm feeling terrible right now.",Business
"Hi Steve, this is Mark. I wanted to let you know that I am too sick to come in today.",Business
"Hi Andrew, this is Josh. I'm pretty sick so I will not be able to make it in today. I was feeling sick last night and thought I would be better after some sleep, but it just got worse.",Business
"Hi Sam, this is Jessica. I have some urgent personal matters I have to deal with. I won't be able to make it in.",Business
"Mark? This is John. My dad went into the emergency room this morning. I'm not sure what the problem is, but I don't think I can make it in today. I'll send you an update later.",Business
My son all of the sudden got really sick. I have to take him to the hospital now. I doubt I can make it in today. Will that be ok?,Business
Jake? Will it be ok if I take the day off? My grandmother just passed away and I don't think I will be able to work today.,Business
Can I use a vacation day this Friday?,Business
Will it be ok if I use a personal day this Thursday?,Business
"I have to catch up on a lot of errands, so can I use a vacation day on Monday?",Business
My parents are coming into town. Can I take Thursday and Friday off?,Business
I would like to use my vacation days for the first week of June. Will that be ok?,Business
Will it be ok if I take the last week of July off?,Business
Can I schedule a vacation for the second week of August?,Business
I was wondering if I can take a vacation. Can I take the first two weeks off in September?,Business
Does anybody have an extra floppy disk?,Business
I ran out of floppy disks. Where can I get more?,Business
I think we need to order more floppy disks.,Business
I saved it on a floppy disk.,Business
I have all the information on my USB drive.,Business
Can you save the document on a disk and give it to me?,Business
Save the information on a disk and give it to Jack.,Business
I'll have all the information on a disk and bring it to the meeting.,Business
All the information doesn't fit on one disk.,Business
The file is too large to fit on a disk.,Business
Do you have a different storage device that can hold more information?,Business
Can you order a 128 MB removable storage device for me? I always need to move files that a regular floppy disk cannot hold.,Business
I have all the information saved on my hard drive.,Business
I finished the presentation preparation and I saved it on my hard drive.,Business
I have the documents you are looking for saved on my computer.,Business
I have the information on my computer. Do you want me to put it on a floppy disk for you?,Business
I'm running out of room on my hard drive.,Business
I need a bigger hard drive.,Business
"I have the information on my computer, but I think I will need to prepare hard copies for the meeting.",Business
I have it saved on a network share. You can find it at computername public John data.doc.,Business
I have those files in my public folder. Just go to John01 public. You should see all the documents there.,Business
I saved it at John01 public. Go ahead and take what you need.,Business
I'll need all the information on ABC Company. Didn't you say you have the information? Can you put them on a public share?,Business
"Hey John, I don't have permission to get into John01. Can you check the permissions on the folder?",Business
I don't have write access on the folder. Can you give me write permissions?,Business
"I don't want anybody changing the data, so everyone only has read permissions.",Business
What software do you use here?,Business
What kind of application do you use to keep track of all these records?,Business
Martha told me about TaxIt. When can I get a copy?,Business
Is there a manual how to use this program?,Business
How do you use this?,Business
TaxIt won't open any more. I think it's broken.,Business
I can't get TaxIt to work. Can someone help me with this?,Business
Microsoft Office applications do everything we need. That's all we use here.,Business
What version of Office do you use here?,Business
What software do you use for word processing?,Business
All the documents are saved using MSWord. Do you have Word or another application that will be able to read the information?,Business
We use a different word processing application. Can you save as a text file?,Business
I can't open the file that you gave me. What version of Word are you using?,Business
What is the URL of that site again?,Business
What is the address to the English site you are studying?,Business
What is the best search engine?,Business
Where can I find information on marriage law?,Business
"If you go to greatsite.com, you will find all the information I just told you.",Business
"If you need more information on cooking, go to cooking.com.",Business
I purchased all the computers from Dell.com. We should have them by the end of the week.,Business
Do you have a company website?,Business
Is there a website where I can learn more about your services?,Business
Do you have a website where I can review the different products you are offering?,Business
I HATE POP-UPS!,Business
Can I install something that stops pop-up ads?,Business
What tools are available to block pop-up ads?,Business
I think I misspelled the web address. Can you spell it out for me?,Business
I'm getting a page not found error. I think the web site is down.,Business
Do we have an intranet site that explains our benefits?,Business
What was the site where we log our travel expenses?,Business
"If you want to use a sick day, you can go to http://timereport.",Business
Is there an intranet site detailing each project our company is doing?,Business
Is our company going to put an intranet site for employees?,Business
I think it will help a lot if we had an intranet site with general questions and answers from all the employees.,Business
My computer is giving me problems again.,Business
"My computer broke, but luckily I saved my work on a disk.",Business
My computer is too slow.,Business
Something is wrong with my computer.,Business
I work with the computer most of the day.,Business
All my work is done on the computer.,Business
We are upgrading our computers this week.,Business
I hope we upgrade our computers soon. The ones we have are way too old.,Business
My computer froze. What should I do?,Business
My computer is not responding and I haven't saved my data yet. What should I do?,Business
My computer is making a weird sound. Can I get someone to look at it?,Business
Can I have your email address?,Business
What is your email address?,Business
Do you have an email account?,Business
My email address is someone at hotmail dot com (someone@hotmail.com).,Business
It is someone@hotmail.com.,Business
Do you have his email address?,Business
What was her email address again?,Business
Can you send it to my email address?,Business
You can send it to me through email.,Business
Can you email it to me?,Business
Can I email it to you?,Business
Can I send you the information through email?,Business
Can I verify your email address? The address I have on file appears to be incorrect.,Business
I am unable to email it to you. Can you tell me your email address again?,Business
I am getting a mail saying it is undeliverable. I might have misspelled it. Can I double check your email address?,Business
The email address I sent it to was someone@hotmail.com. Is this correct?,Business
I sent the email to someone@hotmail.com. Didn't you get it?,Business
That's the wrong email address. My email address is someone@hotmail.net.,Business
Oh... I see the problem. My email address is some1@hotmail.com.,Business
I can send you the document through email.,Business
I'll send you the images to your email account.,Business
Can I send the documents to your email?,Business
Can I email you the files?,Business
Can I email the files to you?,Business
"I received your email, but I didn't receive the attachments.",Business
My company prevents many types of attachments. Can you send a text file instead?,Business
"Before you send the document, change the extension .doc to .txt and then send it. When I receive it, I will change it back to .doc before I open it.",Business
"Hi Mary, I sent you an email with my proposal as an attachment. Did you receive it?",Business
"Hey Jack, did you receive my attachments?",Business
The file is too large to send through email.,Business
My email account will only allow sending attachments that are 1 MB or smaller.,Business
My email account will only allow me to receive attachments that are 2 MB or smaller.,Business
My email is getting full. I better delete some old mail.,Business
I better save my emails to my hard drive so I can make some room in my inbox.,Business
How do I request more storage space for my email account? I am constantly running out of space.,Business
You're running out of email space too? I have the same problem at least once a month.,Business
I hate getting the mail that I am running low on space.,Business
I just started my job so I haven't received my email address yet.,Business
My email account hasn't been created yet. They said I should receive it tomorrow.,Business
I haven't received any emails in the last four hours. I think the server is down or something.,Business
I think the exchange server is down. Is somebody taking a look at this problem?,Business
I can't send anything right now. Is anybody else having a problem with their email?,Business
"It could be a network problem, but my email account is not working.",Business
I can't access my email right now. I think the server is down.,Business
Who should we contact if we are having email problems?,Business
I keep getting junk mail in my work account. How did they get this email address?,Business
How do I prevent junk mail?,Business
"Don't open any mail with the title, 'Your request has been approved!!!' It contains a virus. Please delete this mail at once if you see it.",Business
I sent out a mail to the whole group. I requested that they little 'r' me with their ideas.,Business
"When I receive a mail sent out to multiple people, I keep forgetting to send to all.",Business
Start a mail thread on your idea. I think everyone should get in on this discussion.,Business
Do you want me to start a mail thread for this?,Business
I can't find the mail about our next project. Can you forward the mail to me?,Business
I got a useful email on productivity. I think I will forward it to our team.,Business
I have that email. I'll forward it to you.,Business
"If you find that mail, please forward it to me.",Business
I'll forward you the mail I got from the manager.,Business
I received a mail from the marketing manager. I don't know what she is asking for. Can I forward the mail to you?,Business
One of our clients is asking for more data on the BB project. Who should I forward this mail to?,Business
Forward the complaint to the manager. I think he should see this.,Business
My work email is currently down. Can you send it to my personal email address? It is someone@hotmail.com.,Business
I'm having problems with my work email account. Can you send it to someone@hotmail.com instead?,Business
I'm having problems sending you an email to this account. Is there another email account you have that I can try?,Business
"Our exchange server is down for the next thirty minutes. If this is urgent, you can send me an email to my personal account. It is someone@hotmail.com.",Business
"Hi Jack, this is Steve. I have a proposal for the marketing idea. Can I email it to you?",Business
I will need the information by noon. Can you email it to me soon?,Business
The deadline for the project was an hour ago. Did you send the information?,Business
I'm going to send you a rough draft. Can you review it and email me back?,Business
I have sent three mails asking for information on their design. I haven't received a reply yet.,Business
Send an email to the team with your plan of action. I want everyone following this process.,Business
I have to send out my report before five. I won't have time to help you right now.,Business
I have a meeting at 4:00 pm. I think I should send out a reminder mail. I don't want anyone to forget.,Business
"If you are not sure how to talk to the boss about this, why don't you email her?",Business
Did you read the mail from the CEO? It's about our new mission statement.,Business
The CFO sent out a mail that describes our quarterly earnings.,Business
Can you explain the process of selling a house and the cost associated with it?,Business
"You can either sell the house by yourself or get an agent. Since most of the people use an agent, I will explain that. The first thing you need to do is find a sellers agent. The agent will list your house on the market. After the house is on the market, people who are looking to buy a house will find a buyers agent. The buyers agent looks through the list of houses for sale posted by the sellers agent. The buyers agent shows your house to potential buyers. When someone makes an offer, the buyers agent will let the sellers agent know about the price that the buyer has offered. After everyone agrees, the house is sold. The price associated with selling a house is based on commission. The sellers agent will get an average of 2.5 percent of the selling price and the buyers agent will get 2.5 percent as well. If the price of the house was $300,000, then each agent will get $7500, costing you a total of $15,000.",Business
The first thing you need to do is find a sellers agent.,Business
The agent will list your house on the market.,Business
"After the house is on the market, people who are looking to buy a house will find a buyers agent.",Business
The buyers agent looks through the list of houses for sale posted by the sellers agent.,Business
The buyers agent shows your house to potential buyers.,Business
"When someone makes an offer, the buyers agent will let the sellers agent know about the price that the buyer has offered.",Business
"After everyone agrees, the house is sold.",Business
The price associated with selling a house is based on commission.,Business
The sellers agent will get an average of 2.5 percent of the selling price and the buyers agent will get 2.5 percent as well.,Business
"If the price of the house was $300,000, then each agent will get $7500, costing you a total of $15,000.",Business
What did you do this week?,Business
What are you going to do next week?,Business
What is your schedule like for the next two weeks?,Business
Can you explain how to perform an evaluation for a partner feedback?,Business
How do I perform a refund for a credit card purchase?,Business
"This week, I finished the analysis on Ford Motor, I started writing a report on international market penetration, and I showed our new employee how to use our software.",Business
"Next week, I have to finish my report, research information on GM Motors, and make a presentation on our market strategy.",Business
"To perform a feedback on a partner you need to specify who the partner is, what project they worked on, the outcome of the project, where they need to improve, and finally what they did well.",Business
"On the credit card machine, press the refund button. Then type in the credit card number and press enter. Type in the amount, and press enter. That's all you need to do.",Business
Hi Jack. Do you know who is coming to your meeting at 2:00?,Business
Who all did you invite to the triage meeting?,Business
Hi Jack. How long do you think the meeting will be?,Business
I have to schedule another appointment at 4:00 but I don't want it to overlap with yours. How long is the meeting going to be?,Business
Is the meeting going to be more than an hour?,Business
What time was the meeting again?,Business
When are you going to make that presentation? I thought it was today?,Business
I have another appointment that conflicts with your meeting. I will not be able to make it.,Business
I have another meeting that I cannot miss. I won't be able to make yours.,Business
I won't be able to go to the 3:00 meeting. I have another appointment at the same time.,Business
I can't go to the meeting at 4:00. I have a doctor's appointment. Can you take notes for me?,Business
"I'm going to be out of town tomorrow, so I won't be able to attend the quarterly meeting. Can you send me a mail on the topics that were discussed?",Business
There are four people who will not be able to attend the meeting tomorrow. I am going to reschedule the meeting to a more convenient time.,Business
The director asked that we postpone the finance meeting until the quarterly report comes out. So I'll send an update with the new date and time later this week.,Business
"There is nothing new to discuss this week, so we are going to cancel this week's agenda meeting.",Business
I am running late this morning. Let's postpone the meeting until the afternoon.,Business
"I can't make it in tomorrow, so let's cancel this week's meeting. I'll email everyone if something new comes up.",Business
I have a question. Why is marketing not handling the portion on end user analysis? They usually did this work in the past.,Business
How will the new addition to our project affect the deadline that we have?,Business
Are we making sure to incorporate user feedback on the changes we are making?,Business
I agree with Mark. The correct approach is to send out the tools to our partners before making it public to everyone.,Business
"In my opinion, I think we should introduce our new line of printers in August. Many companies get more funding at this time, and students are school shopping. Our target market will be more responsive to our ads during this time period.",Business
I think we can go either way. I believe both solutions will take care of it.,Business
I didn't understand why we are going to be late. I thought we had everything planned out early. What were the reasons again?,Business
Can you elaborate on how this process can help the sales department?,Business
Can you clarify the second step in your solution proposal? I don't understand why it is necessary.,Business
What did you think about my presentation?,Business
Did you think the meeting went ok?,Business
Can you provide feedback on the meeting we just had?,Business
Did you find the meeting useful?,Business
Did the meeting help to clarify the current situation?,Business
Is there any part of our discussion during the meeting that you are still unsure about?,Business
I thought the presentation went well. You provided great information and I think everyone was impressed.,Business
The meeting went well. We covered a lot of information and made some important decisions.,Business
"The whole presentation went pretty well, but next time I would recommend that you talk a little slower. When we were running out of time, you started speaking too fast and it was hard to keep up.",Business
"Most of the time, our weekly meeting is pretty dull, but today was quite useful.",Business
"I understand what is happening to our project now, but I'm still unclear about exactly who is affected by this change.",Business
I have to go. I have a meeting I'm late for.,Business
I have to go to a meeting now. I'll talk to you later.,Business
I forgot about my 1:00 meeting. I don't have much time for lunch.,Business
I'll finish the feedback form after my meeting.,Business
I'll be in meetings all day today.,Business
"I have five meetings today, so I won't have time to help you with this now. Let's set up a time for tomorrow.",Business
The meeting went an hour over.,Business
The meeting was canceled.,Business
The meeting started 15 minutes late.,Business
George didn't arrive to the meeting on time.,Business
We finished late because John had problems with his computer during the presentation portion of the meeting.,Business
Are you going to the company meeting next week?,Business
Can you set up a meeting for our brainstorm session?,Business
My calendar looks pretty clear on Thursday. Set up a meeting for that day.,Business
"I hate meetings. I think they are a waste of time. I'm an engineer, not a planner.",Business
I don't know why I have to go to those meetings. I never learn anything from them and I never say a thing.,Business
I can't believe our weekly meeting is at six o'clock in the morning. I hate waking up that early.,Business
"If I skip that meeting, I wonder if anyone will notice.",Business
That meeting was hilarious. I can't believe the manager forgot John's name.,Business
I get so sleepy at meetings.,Business
I almost fell asleep during that meeting.,Business
I had a hard time keeping myself from laughing. I saw you falling asleep during the meeting.,Business
"Hello, this is Mike.",Business
"Microsoft, this is Steve.",Business
"Hi Mary, this is Michael Johnson from ABC Consulting. I am reviewing the financial data for the payroll project. I will need the 2002 fiscal report to complete this task. Do you know where I can get a copy?",Business
Hi Bob. This is Steven from ABC Company. I'm calling in regards to the data entry program you created. I'm having trouble locating where the connection is made to the server. Can you help me with this?,Business
"Hi Bob. I'm George. I'm the technical writer for this project. I had a question regarding the installation process. If you have a minute, can you show me the installation process? I'm having problems on the confirmation section.",Business
"Hi Debra, I'm analyzing the log files and noticed entry 14 was negative 42. Can you confirm if this is accurate?",Business
I see that our April 2003 revenue was 1.2 million dollars. Can you double check that this figure is accurate?,Business
I am going to meet with the CFO in an hour. Can you look through this report and double check my findings? It should only take you 20 minutes or so.,Business
I don't have the answer right off hand. I'll need to find that information for you. Will it be ok if I call you back in about 30 minutes?,Business
I believe I can find that information for you. It might take 10 minutes or so. Can I call you back with the information?,Business
I'm not sure about the answer. I'll find the information and call you right back. Will that be ok?,Business
I'm not sure about this one. Let me ask my manager. Can you please hold?,Business
I believe Joe Carry in marketing can help you with that. Do you have his contact information?,Business
I'm not sure about that. I'm pretty sure Mitch Smith will be able to answer this and other questions. Let me give you his number.,Business
Can you redirect me to that person?,Business
Can I get his contact information?,Business
Can I get his phone number?,Business
What is the best way to contact her?,Business
Can you direct me to someone who can help?,Business
"Hi, this is Matt from ABC Company. I have some questions on your Platinum level business package. Can you redirect me to someone who can help?",Business
"Hi Mary, this is Josh from ABC Company. I have some questions regarding the financial data you sent me yesterday. Can you give me a call back when you have time? My number is 555-123-4567. Thank you.",Business
"Hi Jack, this is Julie from Consult R Us. I am missing a couple pages on the document you sent me. Can you call me when you are free? My number again is 555-321-7654. Thank you.",Business
"Hi Josh, this is Mary and I am returning your call. I'll be in the office for the next three hours, so feel free to call me back any time. Just in case, my number is 555-234-5678.",Business
"Hi Julie, this is Jack. I double checked the documents I sent you and I am not sure what pages you are missing. I might not be at my desk, so feel free to call me on my cell phone. The number is 227-1000. Hope to hear from you soon so we can straighten this out.",Business
"Hi Mary, this is Josh again from ABC Company. I'm not sure if you got my first message so I am leaving one more. I have some questions regarding the financial data you sent me several days ago. Can you call me at 555-123-4567 when you get a chance? Thank you.",Business
"Can you have Julie return my call? This is Jack, and my number is 555-123-4567.",Business
"Hi Jack, I have the final documents requiring your signature. I will have them delivered to you by tomorrow. If you can sign them and return them, we can submit the documents by Friday.",Business
"Hi Ruth, I have the escrow papers ready for review. Should I mail them to you, or can I fax them?",Business
Do you have a fax machine?,Business
Can I have your fax number?,Business
"When you finish the final review, can you fax over the documents. Our fax number is 555-345-6789.",Business
I have a package that I am going to send out. I will Fed-Ex it to you tonight.,Business
I believe I have your fax number. Is it 555-234-5678?,Business
"Hi Mary, this is Diana at ABC Marketing Co. Can I get a status on the fax you are going to send over?",Business
Can you check on the status of the documents you are faxing to me? I haven't received it.,Business
"Hi Mary, I didn't receive the fax last night. Can you fax it again? We should also confirm what fax number you have on file.",Business
I missed the meeting. Can you fill me in?,Business
I had a doctor's appointment so I missed the meeting. What happened?,Business
I couldn't make it to the meeting today. Anything interesting I should know about?,Business
I missed the meeting. Was there anything new?,Business
Matt looks pretty upset right now. Do you know what's going on?,Business
Did something happen recently? Matt looks pissed off.,Business
I think Matt is mad about something. Do you know what it could be?,Business
Matt talks to me like he is mad all the time. Does he do that to you?,Business
Does Matt talk to you like he is upset? Or is it just me?,Business
It's not you at all. He talks to me that way too.,Business
Matt is way too moody.,Business
"If he knew what he was doing, we wouldn't be in this mess.",Business
What is wrong with Matt these days?,Business
He is having one of those days again. I think his manager just gave him a hard time.,Business
What do you think about our manager?,Business
He gets too mad easily and he doesn't really help us out that much. What do you think?,Business
I finished my project already so I have extra bandwidth. Let me know if you need help with anything.,Business
"You're doing the analysis on ABC Company? I did that last year. If you need any help, just let me know.",Business
"I'm pretty familiar with your project so if you have any questions, feel free to ask me.",Business
I'm having trouble implementing Plan A on ABC Company. Can you look at my work and see if I am missing a step?,Business
Can you help me analyze the finance data? This is my first time and I don't want to screw it up.,Business
Do you have a few minutes to help me with the data migration tool? I can't figure it out.,Business
Have you worked with Jake yet? He can't do anything right.,Business
The problem with Jake is that he doesn't know that he is an idiot.,Business
"I remember helping Jake out so much, and then he stabs my back.",Business
I don't think he does his own work. He goes around asking everyone to do a portion of his work and says he did it all.,Business
"If you have to work with Jake, remember the things I told you.",Business
Is management blind or am I being too sensitive about this?,Business
I think the manager likes him because he kisses her ass all day long.,Business
The manager is blind because he is a total brown-noser.,Business
"I can't believe this company is paying $75,000 a year for this fool.",Business
This is a dead end job. I don't see much of a future here.,Business
I hate the redundancy. It's so boring.,Business
Work isn't exciting for me anymore. I am doing the same thing over and over again.,Business
This company doesn't care about employees that much. I haven't received a fair raise in 3 years.,Business
"I don't know if it is my manager or this company, but I'm really getting sick of my job.",Business
What do you think about all the politics in this company?,Business
The politics suck here. But it is the same for any large corporation. The best way to deal with it is to take advantage of the rules.,Business
I don't know how much longer I can take this job. I've been thinking about applying to a different company.,Business
Have you ever thought about leaving this company?,Business
What company do you want to switch to?,Business
I started applying for other jobs. There are a lot of positions open.,Business
I've been looking for jobs on monster.com. They have a lot of positions available.,Business
What did you do before working here?,Business
I worked at ABC Company. I was a market analyst researching what the user wants in portable devices.,Business
I was over in the sales department on the second floor. I was in charge of overseeing the sales made by all the sales associates each month.,Business
I was a software engineer at Sun Microsystems. I created internal tools using Java to help automate the recruiting process.,Business
Did you want to review my project?,Business
I just completed the assignment. Did you want to review it?,Business
This is my first project and I was wondering if you could review it real quick?,Business
"I think I covered all the bases, but could you do a quick check.",Business
"Hi Roger, can we set up a time to discuss my progress so far?",Business
I was wondering if we can meet to discuss how I am doing.,Business
Can I get some feedback on my performance?,Business
Where do you think I need to improve?,Business
What areas do you think I should work on?,Business
Did you finish reviewing my project I completed?,Business
"Hi Mark, this was my first project, and I wanted to know how I did so I can improve.",Business
Where do you think I could have done better?,Business
Is there any areas that I could have done better?,Business
What should I do better for next time?,Business
"What areas did I do well, and what areas did I do poorly.",Business
"Hi Mark, I finished all my weekly duties already. Do you have more work I can do?",Business
I've been completing my work early on a regular basis. Can I have more responsibilities?,Business
"I have a lot of extra time. I usually double check all my work, but that doesn't take much time. Is there any additional work I can do?",Business
"I had extra time on my hands so I started investigating the network problem. If you don't mind, I would like to work on this project to help the office productivity around here.",Business
"I have been completing my work a day early every week. I know the reference material has been sitting there for some time. Would you like me to do that project, or did you want to assign another project to me?",Business
"Hi Mark, the addition we made to the project made it difficult to complete by myself. If the deadline doesn't change, I will need some help to complete it. Can you assign someone to help me out?",Business
I have spent every minute on this project and have been putting in serious overtime. This project is a lot bigger than we anticipated. I am going to need some help to complete it on time. Do you have anyone available to help me?,Business
The Alpha project has been eating so much of my time that I didn't have much time to work on the Beta project. Is there anyone with extra bandwidth to help me finish the Beta project?,Business
"I can't believe I messed that up. I don't think I am stupid, but this is suggesting otherwise.",Business
I am so frustrated at myself. How did I not catch that?,Business
"It's frustrating working with Tim. I'm doing everything I can to help and I am trying to be understanding, but he is slowing our project down immensely.",Business
I'm having a hard time working with ABC Company. They are always late and the work they do has numerous errors. It is really frustrating because I have to spend a great deal of time proof reading the material. I recommend not giving ABC Company any more work.,Business
"Hey Mark. I'm doing all the projects you gave me, but John gives me additional work. I don't mind it, but lately it's been too much.",Business
"Hey Mark. John has been assigning a lot of work to me. I have a lot of current work I am doing, so I would like to know what work has more priority.",Business
John wants me to do the payroll analysis. He said he needs it by end of week. But didn't you want the employee headcount finished by Friday? I can't finish both. What should I do first?,Business
I'm having some problems with John lately. He is very critical and puts me down in public. I don't know what I am doing wrong so I don't know where I need to improve. What do you think I should do about this?,Business
"John has been very difficult to work with. He is very bossy and expects everything to be done his way. I have been tolerating it because he is a manager, but some of his methods are wasting a lot of time. I always suggest other ways, but he will not hear me out.",Business
What is the status of the marketing documents?,Business
How far along are you in your analysis?,Business
Are you almost done with the technical report?,Business
When are you going to finish the design plans?,Business
Can you give me a status on your progress so far?,Business
How is the reporting assignment going?,Business
When can you give me a working draft by?,Business
"At the end of every week, can you send me a weekly status mail? I'll email you a template you should follow. You should email it to me every Friday.",Business
I want you to send me a status report at the end of every week. You should include what you did for that week and what you plan on doing for the next week.,Business
"Can you send me a weekly status report? If you haven't done it before, let me know and I will send you a template to use.",Business
"I know you have been working on the database using excel, but we need to use SQL. Can you make the necessary changes?",Business
"Hey Jackie, I reviewed your report and there are a couple areas you have to change. Can you double check the figures you provided in page 7, and provide a recommendation for step 3? I would appreciate it.",Business
"John, when we are discussing something in meetings or small groups, I noticed that you don't allow the other person to complete their sentences. I do appreciate your contributions, but I think you should always hear the other person out. Can you try to do that?",Business
"Here is your new project. You have two weeks to complete it. After you review the project, let me know if there will be any problems.",Business
You have until the end of this month to complete your assignment. It is critical that everyone completes on time.,Business
"We have two more days to complete the test pass. If anyone cannot complete their portion on time, let me know as soon as possible.",Business
"We are not required to send in our analysis until Wednesday, so you have a couple more days to complete it.",Business
Do you think you can finish the marketing report by Friday?,Business
"Our deadline is fast approaching. I try to minimize weekend work, but we might have to work this Saturday if we do not finish on Friday.",Business
I'm not sure about that one. I think the information you are looking for is in a manual I saw in the file cabinet. Why don't you check there?,Business
Do a search on Google and see if you can find the information there.,Business
I think Stacy will know the answer. She is very familiar with that topic.,Business
"I'm not sure on the exact procedure, but if I were you, I would do the forth step before the third one.",Business
I don't think we ever decided on a specific way. I think it might be better to do this before that.,Business
"Hey James, I think you're doing a great job and it is not going unnoticed.",Business
You're doing great. Keep up the good work.,Business
I told my manager about your performance. He was quite impressed. Keep up the good work.,Business
I had a hard time on my first project too. Don't let it get you down. I'm sure you will do better next time.,Business
